reason_id,score_id,feature_name,feature_value,contribution_score,impact_direction,reason_rank
RS0000020620,SC000013746,x4_salary_account,1.0,0.1746,POSITIVE,4
RS0000020621,SC000013746,x6_product_gap,0.67,0.1448,POSITIVE,5
RS0000020622,SC000013746,x3_digital_activity,0.3372,-0.1142,NEGATIVE,6
RS0000020623,SC000013752,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000020624,SC000013752,x3_digital_activity,0.9287,0.2902,POSITIVE,2
RS0000020625,SC000013752,x2_income,0.2411,-0.2218,NEGATIVE,3
RS0000020626,SC000013752,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000020627,SC000013752,x1_monthly_spending,0.3831,-0.1362,NEGATIVE,5
RS0000020628,SC000013752,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020629,SC000013753,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000020630,SC000013753,x1_monthly_spending,0.8954,0.5014,POSITIVE,2
RS0000020631,SC000013753,x6_product_gap,0.15,-0.4763,NEGATIVE,3
RS0000020632,SC000013753,x3_digital_activity,0.8644,0.2958,POSITIVE,4
RS0000020633,SC000013753,x4_salary_account,1.0,0.1827,POSITIVE,5
RS0000020634,SC000013753,x2_income,0.7598,0.0973,POSITIVE,6
RS0000020635,SC000013757,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020636,SC000013757,x3_digital_activity,0.775,0.2232,POSITIVE,2
RS0000020637,SC000013757,x1_monthly_spending,0.6704,0.216,POSITIVE,3
RS0000020638,SC000013757,x5_campaign_response,0.25,0.0778,POSITIVE,4
RS0000020639,SC000013757,x6_product_gap,0.7,0.062,POSITIVE,5
RS0000020640,SC000013757,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020641,SC000013761,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000020642,SC000013761,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020643,SC000013761,x3_digital_activity,0.272,-0.1851,NEGATIVE,3
RS0000020644,SC000013761,x6_product_gap,0.45,-0.1827,NEGATIVE,4
RS0000020645,SC000013761,x1_monthly_spending,0.5045,0.0057,POSITIVE,5
RS0000020646,SC000013761,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020647,SC000013765,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000020648,SC000013765,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000020649,SC000013765,x3_digital_activity,0.6716,0.1392,POSITIVE,3
RS0000020650,SC000013765,x1_monthly_spending,0.5916,0.1161,POSITIVE,4
RS0000020651,SC000013765,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020652,SC000013765,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000020653,SC000013769,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000020654,SC000013769,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000020655,SC000013769,x2_income,0.7598,0.0973,POSITIVE,3
RS0000020656,SC000013769,x1_monthly_spending,0.4469,-0.0673,NEGATIVE,4
RS0000020657,SC000013769,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020658,SC000013769,x3_digital_activity,0.449,-0.0414,NEGATIVE,6
RS0000020659,SC000013776,x6_product_gap,0.805,0.4824,POSITIVE,1
RS0000020660,SC000013776,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000020661,SC000013776,x2_income,0.0642,-0.3733,NEGATIVE,3
RS0000020662,SC000013776,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000020663,SC000013776,x1_monthly_spending,0.4398,-0.0702,NEGATIVE,5
RS0000020664,SC000013776,x3_digital_activity,0.5046,0.0031,POSITIVE,6
RS0000020665,SC000013779,x6_product_gap,0.61,0.368,POSITIVE,1
RS0000020666,SC000013779,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000020667,SC000013779,x1_monthly_spending,0.3806,-0.1428,NEGATIVE,3
RS0000020668,SC000013779,x3_digital_activity,0.3439,-0.0797,NEGATIVE,4
RS0000020669,SC000013779,x4_salary_account,0.0,-0.0285,NEGATIVE,5
RS0000020670,SC000013779,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000020671,SC000013781,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000020672,SC000013781,x3_digital_activity,0.8504,0.2844,POSITIVE,2
RS0000020673,SC000013781,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020674,SC000013781,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000020675,SC000013781,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020676,SC000013781,x1_monthly_spending,0.4978,-0.0029,NEGATIVE,6
RS0000020677,SC000013785,x5_campaign_response,0.75,0.9263,POSITIVE,1
RS0000020678,SC000013785,x1_monthly_spending,0.9079,0.5173,POSITIVE,2
RS0000020679,SC000013785,x6_product_gap,0.15,-0.4763,NEGATIVE,3
RS0000020680,SC000013785,x3_digital_activity,0.9006,0.3252,POSITIVE,4
RS0000020681,SC000013785,x4_salary_account,1.0,0.1827,POSITIVE,5
RS0000020682,SC000013785,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020683,SC000013789,x1_monthly_spending,0.8764,0.4773,POSITIVE,1
RS0000020684,SC000013789,x3_digital_activity,0.9414,0.3583,POSITIVE,2
RS0000020685,SC000013789,x6_product_gap,0.835,0.1941,POSITIVE,3
RS0000020686,SC000013789,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020687,SC000013789,x2_income,0.9392,0.1646,POSITIVE,5
RS0000020688,SC000013789,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000020689,SC000013796,x5_campaign_response,0.5,1.0582,POSITIVE,1
RS0000020690,SC000013796,x6_product_gap,0.805,0.4824,POSITIVE,2
RS0000020691,SC000013796,x1_monthly_spending,0.7636,0.307,POSITIVE,3
RS0000020692,SC000013796,x2_income,0.7598,0.2226,POSITIVE,4
RS0000020693,SC000013796,x3_digital_activity,0.7014,0.1363,POSITIVE,5
RS0000020694,SC000013796,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020695,SC000013799,x6_product_gap,0.67,0.5115,POSITIVE,1
RS0000020696,SC000013799,x5_campaign_response,0.25,0.1955,POSITIVE,2
RS0000020697,SC000013799,x3_digital_activity,0.8283,0.1676,POSITIVE,3
RS0000020698,SC000013799,x1_monthly_spending,0.3804,-0.1431,NEGATIVE,4
RS0000020699,SC000013799,x4_salary_account,1.0,0.013,POSITIVE,5
RS0000020700,SC000013799,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000020701,SC000013801,x4_salary_account,1.0,0.1827,POSITIVE,1
RS0000020702,SC000013801,x2_income,0.7598,0.0973,POSITIVE,2
RS0000020703,SC000013801,x5_campaign_response,0.25,0.0778,POSITIVE,3
RS0000020704,SC000013801,x6_product_gap,0.6975,0.0595,POSITIVE,4
RS0000020705,SC000013801,x1_monthly_spending,0.5199,0.0252,POSITIVE,5
RS0000020706,SC000013801,x3_digital_activity,0.5095,0.0077,POSITIVE,6
RS0000020707,SC000013808,x6_product_gap,0.805,0.4824,POSITIVE,1
RS0000020708,SC000013808,x2_income,0.2411,-0.2218,NEGATIVE,2
RS0000020709,SC000013808,x4_salary_account,0.0,-0.2202,NEGATIVE,3
RS0000020710,SC000013808,x1_monthly_spending,0.682,0.212,POSITIVE,4
RS0000020711,SC000013808,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000020712,SC000013808,x3_digital_activity,0.5207,0.014,POSITIVE,6
RS0000020713,SC000013812,x6_product_gap,0.8375,0.5498,POSITIVE,1
RS0000020714,SC000013812,x1_monthly_spending,0.1772,-0.376,NEGATIVE,2
RS0000020715,SC000013812,x3_digital_activity,0.1012,-0.2699,NEGATIVE,3
RS0000020716,SC000013812,x2_income,0.7598,0.2226,POSITIVE,4
RS0000020717,SC000013812,x5_campaign_response,0.0,-0.1847,NEGATIVE,5
RS0000020718,SC000013812,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020719,SC000013816,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000020720,SC000013816,x6_product_gap,1.0,0.8863,POSITIVE,2
RS0000020721,SC000013816,x1_monthly_spending,0.9082,0.4756,POSITIVE,3
RS0000020722,SC000013816,x2_income,0.7598,0.2226,POSITIVE,4
RS0000020723,SC000013816,x3_digital_activity,0.7425,0.1641,POSITIVE,5
RS0000020724,SC000013816,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020725,SC000013817,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000020726,SC000013817,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020727,SC000013817,x3_digital_activity,0.3265,-0.1408,NEGATIVE,3
RS0000020728,SC000013817,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000020729,SC000013817,x1_monthly_spending,0.5694,0.0879,POSITIVE,5
RS0000020730,SC000013817,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020731,SC000013821,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020732,SC000013821,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000020733,SC000013821,x1_monthly_spending,0.6992,0.2526,POSITIVE,3
RS0000020734,SC000013821,x3_digital_activity,0.625,0.1014,POSITIVE,4
RS0000020735,SC000013821,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020736,SC000013821,x6_product_gap,0.67,0.0326,POSITIVE,6
RS0000020737,SC000013827,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000020738,SC000013827,x1_monthly_spending,0.01,-0.5861,NEGATIVE,2
RS0000020739,SC000013827,x2_income,0.9392,0.319,POSITIVE,3
RS0000020740,SC000013827,x3_digital_activity,0.1012,-0.2036,NEGATIVE,4
RS0000020741,SC000013827,x6_product_gap,0.4,-0.1342,NEGATIVE,5
RS0000020742,SC000013827,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000020743,SC000013831,x6_product_gap,0.58,0.2963,POSITIVE,1
RS0000020744,SC000013831,x1_monthly_spending,0.2863,-0.2556,NEGATIVE,2
RS0000020745,SC000013831,x3_digital_activity,0.1012,-0.2036,NEGATIVE,3
RS0000020746,SC000013831,x5_campaign_response,0.25,0.1955,POSITIVE,4
RS0000020747,SC000013831,x2_income,0.2411,-0.1881,NEGATIVE,5
RS0000020748,SC000013831,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020749,SC000013835,x1_monthly_spending,0.01,-0.5861,NEGATIVE,1
RS0000020750,SC000013835,x6_product_gap,0.58,0.2963,POSITIVE,2
RS0000020751,SC000013835,x5_campaign_response,0.25,0.1955,POSITIVE,3
RS0000020752,SC000013835,x2_income,0.2411,-0.1881,NEGATIVE,4
RS0000020753,SC000013835,x3_digital_activity,0.1941,-0.1561,NEGATIVE,5
RS0000020754,SC000013835,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020755,SC000013837,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000020756,SC000013837,x3_digital_activity,0.8442,0.2794,POSITIVE,2
RS0000020757,SC000013837,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020758,SC000013837,x1_monthly_spending,0.5922,0.1169,POSITIVE,4
RS0000020759,SC000013837,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020760,SC000013837,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000020761,SC000013841,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000020762,SC000013841,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020763,SC000013841,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020764,SC000013841,x1_monthly_spending,0.3536,-0.1857,NEGATIVE,4
RS0000020765,SC000013841,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020766,SC000013841,x6_product_gap,0.6975,0.0595,POSITIVE,6
RS0000020767,SC000013847,x5_campaign_response,0.75,1.0503,POSITIVE,1
RS0000020768,SC000013847,x6_product_gap,0.79,0.7985,POSITIVE,2
RS0000020769,SC000013847,x3_digital_activity,0.9269,0.2179,POSITIVE,3
RS0000020770,SC000013847,x2_income,0.7598,0.1887,POSITIVE,4
RS0000020771,SC000013847,x1_monthly_spending,0.6328,0.1588,POSITIVE,5
RS0000020772,SC000013847,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020773,SC000013849,x1_monthly_spending,0.0933,-0.5158,NEGATIVE,1
RS0000020774,SC000013849,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020775,SC000013849,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020776,SC000013849,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000020777,SC000013849,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020778,SC000013849,x6_product_gap,0.5875,-0.0481,NEGATIVE,6
RS0000020779,SC000013853,x5_campaign_response,0.0,-0.3464,NEGATIVE,1
RS0000020780,SC000013853,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000020781,SC000013853,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020782,SC000013853,x1_monthly_spending,0.4,-0.1269,NEGATIVE,4
RS0000020783,SC000013853,x2_income,0.7598,0.0973,POSITIVE,5
RS0000020784,SC000013853,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000020785,SC000013857,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000020786,SC000013857,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020787,SC000013857,x2_income,0.9392,0.1646,POSITIVE,3
RS0000020788,SC000013857,x6_product_gap,0.5325,-0.1019,NEGATIVE,4
RS0000020789,SC000013857,x1_monthly_spending,0.5614,0.0778,POSITIVE,5
RS0000020790,SC000013857,x3_digital_activity,0.5378,0.0307,POSITIVE,6
RS0000020791,SC000013861,x1_monthly_spending,0.069,-0.5465,NEGATIVE,1
RS0000020792,SC000013861,x3_digital_activity,0.1012,-0.3237,NEGATIVE,2
RS0000020793,SC000013861,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020794,SC000013861,x2_income,0.2411,-0.097,NEGATIVE,4
RS0000020795,SC000013861,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020796,SC000013861,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020797,SC000013867,x5_campaign_response,0.9,1.3068,POSITIVE,1
RS0000020798,SC000013867,x6_product_gap,0.2,-0.6124,NEGATIVE,2
RS0000020799,SC000013867,x1_monthly_spending,0.6042,0.1246,POSITIVE,3
RS0000020800,SC000013867,x3_digital_activity,0.5995,0.0508,POSITIVE,4
RS0000020801,SC000013867,x4_salary_account,1.0,0.013,POSITIVE,5
RS0000020802,SC000013867,x2_income,0.4975,-0.0018,NEGATIVE,6
RS0000020803,SC000013872,x6_product_gap,0.935,0.7517,POSITIVE,1
RS0000020804,SC000013872,x2_income,0.9392,0.3762,POSITIVE,2
RS0000020805,SC000013872,x1_monthly_spending,0.7056,0.2395,POSITIVE,3
RS0000020806,SC000013872,x5_campaign_response,0.0,-0.1847,NEGATIVE,4
RS0000020807,SC000013872,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000020808,SC000013872,x3_digital_activity,0.4885,-0.0078,NEGATIVE,6
RS0000020809,SC000013876,x5_campaign_response,0.25,0.4368,POSITIVE,1
RS0000020810,SC000013876,x4_salary_account,0.0,-0.2202,NEGATIVE,2
RS0000020811,SC000013876,x6_product_gap,0.61,0.0786,POSITIVE,3
RS0000020812,SC000013876,x1_monthly_spending,0.45,-0.0583,NEGATIVE,4
RS0000020813,SC000013876,x3_digital_activity,0.5764,0.0517,POSITIVE,5
RS0000020814,SC000013876,x2_income,0.4975,-0.0021,NEGATIVE,6
RS0000020815,SC000013877,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020816,SC000013877,x5_campaign_response,0.0,-0.3464,NEGATIVE,2
RS0000020817,SC000013877,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020818,SC000013877,x1_monthly_spending,0.3516,-0.1882,NEGATIVE,4
RS0000020819,SC000013877,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020820,SC000013877,x6_product_gap,0.5875,-0.0481,NEGATIVE,6
RS0000020821,SC000013881,x3_digital_activity,0.9545,0.3689,POSITIVE,1
RS0000020822,SC000013881,x6_product_gap,0.835,0.1941,POSITIVE,2
RS0000020823,SC000013881,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020824,SC000013881,x1_monthly_spending,0.3603,-0.1772,NEGATIVE,4
RS0000020825,SC000013881,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020826,SC000013881,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000020827,SC000013887,x6_product_gap,0.79,0.7985,POSITIVE,1
RS0000020828,SC000013887,x1_monthly_spending,0.1194,-0.4552,NEGATIVE,2
RS0000020829,SC000013887,x2_income,0.0642,-0.3166,NEGATIVE,3
RS0000020830,SC000013887,x5_campaign_response,0.0,-0.232,NEGATIVE,4
RS0000020831,SC000013887,x3_digital_activity,0.5867,0.0443,POSITIVE,5
RS0000020832,SC000013887,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020833,SC000013889,x3_digital_activity,0.1012,-0.3237,NEGATIVE,1
RS0000020834,SC000013889,x1_monthly_spending,0.3056,-0.2466,NEGATIVE,2
RS0000020835,SC000013889,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020836,SC000013889,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000020837,SC000013889,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020838,SC000013889,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000020839,SC000013896,x5_campaign_response,1.0,2.3011,POSITIVE,1
RS0000020840,SC000013896,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000020841,SC000013896,x2_income,0.7598,0.2226,POSITIVE,3
RS0000020842,SC000013896,x3_digital_activity,0.7619,0.1772,POSITIVE,4
RS0000020843,SC000013896,x4_salary_account,1.0,0.1004,POSITIVE,5
RS0000020844,SC000013896,x1_monthly_spending,0.4782,-0.0254,NEGATIVE,6
RS0000020845,SC000013897,x1_monthly_spending,0.0235,-0.6042,NEGATIVE,1
RS0000020846,SC000013897,x5_campaign_response,0.5,0.502,POSITIVE,2
RS0000020847,SC000013897,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020848,SC000013897,x4_salary_account,1.0,0.1827,POSITIVE,4
RS0000020849,SC000013897,x2_income,0.7598,0.0973,POSITIVE,5
RS0000020850,SC000013897,x6_product_gap,0.615,-0.0212,NEGATIVE,6
RS0000020851,SC000013904,x1_monthly_spending,0.9585,0.5341,POSITIVE,1
RS0000020852,SC000013904,x5_campaign_response,0.25,0.4368,POSITIVE,2
RS0000020853,SC000013904,x2_income,0.9392,0.3762,POSITIVE,3
RS0000020854,SC000013904,x3_digital_activity,0.7551,0.1727,POSITIVE,4
RS0000020855,SC000013904,x6_product_gap,0.6425,0.1459,POSITIVE,5
RS0000020856,SC000013904,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020857,SC000013905,x3_digital_activity,0.8596,0.2919,POSITIVE,1
RS0000020858,SC000013905,x1_monthly_spending,0.2909,-0.2652,NEGATIVE,2
RS0000020859,SC000013905,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020860,SC000013905,x6_product_gap,0.8075,0.1672,POSITIVE,4
RS0000020861,SC000013905,x2_income,0.2411,-0.097,NEGATIVE,5
RS0000020862,SC000013905,x5_campaign_response,0.25,0.0778,POSITIVE,6
RS0000020863,SC000013912,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000020864,SC000013912,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000020865,SC000013912,x1_monthly_spending,0.9891,0.5697,POSITIVE,3
RS0000020866,SC000013912,x2_income,0.9392,0.3762,POSITIVE,4
RS0000020867,SC000013912,x3_digital_activity,0.7528,0.1711,POSITIVE,5
RS0000020868,SC000013912,x4_salary_account,1.0,0.1004,POSITIVE,6
RS0000020869,SC000013913,x1_monthly_spending,0.0435,-0.5789,NEGATIVE,1
RS0000020870,SC000013913,x4_salary_account,0.0,-0.4007,NEGATIVE,2
RS0000020871,SC000013913,x3_digital_activity,0.1012,-0.3237,NEGATIVE,3
RS0000020872,SC000013913,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000020873,SC000013913,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020874,SC000013913,x6_product_gap,0.5875,-0.0481,NEGATIVE,6
RS0000020875,SC000013920,x5_campaign_response,0.9,2.0525,POSITIVE,1
RS0000020876,SC000013920,x6_product_gap,0.15,-0.8742,NEGATIVE,2
RS0000020877,SC000013920,x2_income,0.0642,-0.3733,NEGATIVE,3
RS0000020878,SC000013920,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000020879,SC000013920,x3_digital_activity,0.7594,0.1756,POSITIVE,5
RS0000020880,SC000013920,x1_monthly_spending,0.6186,0.1381,POSITIVE,6
RS0000020881,SC000013923,x5_campaign_response,0.0,-0.232,NEGATIVE,1
RS0000020882,SC000013923,x2_income,0.7598,0.1887,POSITIVE,2
RS0000020883,SC000013923,x1_monthly_spending,0.3554,-0.173,NEGATIVE,3
RS0000020884,SC000013923,x3_digital_activity,0.272,-0.1164,NEGATIVE,4
RS0000020885,SC000013923,x6_product_gap,0.49,0.0811,POSITIVE,5
RS0000020886,SC000013923,x4_salary_account,0.0,-0.0285,NEGATIVE,6
RS0000020887,SC000013926,x4_salary_account,0.0,-0.3829,NEGATIVE,1
RS0000020888,SC000013926,x6_product_gap,0.82,0.3017,POSITIVE,2
RS0000020889,SC000013926,x2_income,0.7598,0.2245,POSITIVE,3
RS0000020890,SC000013926,x5_campaign_response,0.0,-0.2039,NEGATIVE,4
RS0000020891,SC000013926,x1_monthly_spending,0.6931,0.1603,POSITIVE,5
RS0000020892,SC000013926,x3_digital_activity,0.7206,0.1547,POSITIVE,6
RS0000020893,SC000013929,x4_salary_account,0.0,-0.4007,NEGATIVE,1
RS0000020894,SC000013929,x3_digital_activity,0.9805,0.39,POSITIVE,2
RS0000020895,SC000013929,x1_monthly_spending,0.6221,0.1548,POSITIVE,3
RS0000020896,SC000013929,x6_product_gap,0.5325,-0.1019,NEGATIVE,4
RS0000020897,SC000013929,x5_campaign_response,0.25,0.0778,POSITIVE,5
RS0000020898,SC000013929,x2_income,0.4975,-0.0009,NEGATIVE,6
RS0000020899,SC000013934,x5_campaign_response,0.25,0.3152,POSITIVE,1
RS0000020900,SC000013934,x6_product_gap,0.82,0.3017,POSITIVE,2
RS0000020901,SC000013934,x2_income,0.2411,-0.2237,NEGATIVE,3
RS0000020902,SC000013934,x1_monthly_spending,0.2493,-0.2082,NEGATIVE,4
RS0000020903,SC000013934,x4_salary_account,1.0,0.1746,POSITIVE,5
RS0000020904,SC000013934,x3_digital_activity,0.7141,0.1502,POSITIVE,6
RS0000020905,SC000013939,x5_campaign_response,0.5,0.6229,POSITIVE,1
RS0000020906,SC000013939,x6_product_gap,0.67,0.5115,POSITIVE,2
RS0000020907,SC000013939,x2_income,0.2411,-0.1881,NEGATIVE,3
RS0000020908,SC000013939,x3_digital_activity,0.7834,0.1447,POSITIVE,4
RS0000020909,SC000013939,x1_monthly_spending,0.4837,-0.0195,NEGATIVE,5
RS0000020910,SC000013939,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020911,SC000013941,x5_campaign_response,0.5,0.502,POSITIVE,1
RS0000020912,SC000013941,x3_digital_activity,0.906,0.3295,POSITIVE,2
RS0000020913,SC000013941,x4_salary_account,1.0,0.1827,POSITIVE,3
RS0000020914,SC000013941,x2_income,0.0642,-0.1633,NEGATIVE,4
RS0000020915,SC000013941,x1_monthly_spending,0.3965,-0.1313,NEGATIVE,5
RS0000020916,SC000013941,x6_product_gap,0.7,0.062,POSITIVE,6
RS0000020917,SC000013948,x5_campaign_response,0.25,0.4368,POSITIVE,1
RS0000020918,SC000013948,x6_product_gap,0.74,0.3478,POSITIVE,2
RS0000020919,SC000013948,x1_monthly_spending,0.3018,-0.231,NEGATIVE,3
RS0000020920,SC000013948,x2_income,0.2411,-0.2218,NEGATIVE,4
RS0000020921,SC000013948,x4_salary_account,0.0,-0.2202,NEGATIVE,5
RS0000020922,SC000013948,x3_digital_activity,0.6214,0.0822,POSITIVE,6
RS0000020923,SC000013949,x5_campaign_response,0.9,1.1808,POSITIVE,1
RS0000020924,SC000013949,x4_salary_account,1.0,0.1827,POSITIVE,2
RS0000020925,SC000013949,x2_income,0.0642,-0.1633,NEGATIVE,3
RS0000020926,SC000013949,x3_digital_activity,0.62,0.0974,POSITIVE,4
RS0000020927,SC000013949,x6_product_gap,0.6975,0.0595,POSITIVE,5
RS0000020928,SC000013949,x1_monthly_spending,0.4552,-0.0568,NEGATIVE,6
RS0000020929,SC000013953,x5_campaign_response,1.0,1.3505,POSITIVE,1
RS0000020930,SC000013953,x1_monthly_spending,0.8346,0.4243,POSITIVE,2
RS0000020931,SC000013953,x6_product_gap,1.0,0.3556,POSITIVE,3
RS0000020932,SC000013953,x3_digital_activity,0.7298,0.1865,POSITIVE,4
RS0000020933,SC000013953,x4_salary_account,1.0,0.1827,POSITIVE,5
RS0000020934,SC000013953,x2_income,0.7598,0.0973,POSITIVE,6
RS0000020935,SC000013960,x5_campaign_response,0.75,1.6797,POSITIVE,1
RS0000020936,SC000013960,x1_monthly_spending,0.9022,0.4685,POSITIVE,2
RS0000020937,SC000013960,x6_product_gap,0.74,0.3478,POSITIVE,3
RS0000020938,SC000013960,x2_income,0.7598,0.2226,POSITIVE,4
RS0000020939,SC000013960,x4_salary_account,0.0,-0.2202,NEGATIVE,5
RS0000020940,SC000013960,x3_digital_activity,0.7684,0.1817,POSITIVE,6
RS0000020941,SC000013963,x6_product_gap,0.76,0.7267,POSITIVE,1
RS0000020942,SC000013963,x1_monthly_spending,0.1941,-0.3659,NEGATIVE,2
RS0000020943,SC000013963,x5_campaign_response,0.0,-0.232,NEGATIVE,3
RS0000020944,SC000013963,x3_digital_activity,0.1012,-0.2036,NEGATIVE,4
RS0000020945,SC000013963,x2_income,0.2411,-0.1881,NEGATIVE,5
RS0000020946,SC000013963,x4_salary_account,1.0,0.013,POSITIVE,6
RS0000020947,SC000013968,x5_campaign_response,0.5,1.0582,POSITIVE,1
RS0000020948,SC000013968,x6_product_gap,0.74,0.3478,POSITIVE,2
RS0000020949,SC000013968,x2_income,0.7598,0.2226,POSITIVE,3
RS0000020950,SC000013968,x4_salary_account,0.0,-0.2202,NEGATIVE,4
RS0000020951,SC000013968,x1_monthly_spending,0.595,0.1106,POSITIVE,5
RS0000020952,SC000013968,x3_digital_activity,0.5589,0.0399,POSITIVE,6
