score_id,customer_id,snapshot_date,product_id,model_id,model_version,propensity_probability,product_propensity_score,customer_value_score,intent_signal_score,engagement_score,timing_score,relationship_score,smart_growth_score,priority_level,prediction_timestamp
SC000026894,CUS00006724,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6177,61.77,75.4,43.0,66.48,86.33,62.5,63.98,Low,2026-08-31 18:00:00
SC000026895,CUS00006724,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6438,64.38,75.4,43.0,66.48,86.33,62.5,64.63,Low,2026-08-31 18:00:00
SC000026896,CUS00006724,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6422,64.22,75.4,42.44,66.48,86.33,62.5,64.48,Low,2026-08-31 18:00:00
SC000026897,CUS00006725,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6001,60.01,79.51,49.92,37.55,83.33,59.38,60.79,Low,2026-08-31 18:00:00
SC000026898,CUS00006725,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5942,59.42,79.51,41.67,37.55,83.33,59.38,58.99,Do not prioritize,2026-08-31 18:00:00
SC000026899,CUS00006725,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6326,63.26,79.51,41.67,37.55,83.33,59.38,59.95,Do not prioritize,2026-08-31 18:00:00
SC000026900,CUS00006725,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7467,74.67,79.51,47.24,37.55,75.33,59.38,63.12,Low,2026-08-31 18:00:00
SC000026901,CUS00006726,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3827,38.27,37.57,77.23,24.55,86.33,62.5,51.09,Do not prioritize,2026-08-31 18:00:00
SC000026902,CUS00006726,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2933,29.33,37.57,55.98,24.55,86.33,62.5,44.61,Do not prioritize,2026-08-31 18:00:00
SC000026903,CUS00006726,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2833,28.33,37.57,60.48,24.55,86.33,62.5,45.26,Do not prioritize,2026-08-31 18:00:00
SC000026904,CUS00006726,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2456,24.56,37.57,59.6,24.55,86.33,62.5,44.14,Do not prioritize,2026-08-31 18:00:00
SC000026905,CUS00006727,2026-08-31,P001,sge_propensity_logreg,v3.0,0.1779,17.79,19.69,56.57,27.56,49.67,27.5,31.55,Do not prioritize,2026-08-31 18:00:00
SC000026906,CUS00006727,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1796,17.96,19.69,43.82,27.56,49.67,27.5,29.04,Do not prioritize,2026-08-31 18:00:00
SC000026907,CUS00006727,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3778,37.78,19.69,56.32,27.56,49.67,27.5,36.5,Do not prioritize,2026-08-31 18:00:00
SC000026908,CUS00006727,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1607,16.07,19.69,42.76,27.56,49.67,27.5,28.36,Do not prioritize,2026-08-31 18:00:00
SC000026909,CUS00006728,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6412,64.12,45.47,50.52,84.85,49.67,56.25,58.55,Do not prioritize,2026-08-31 18:00:00
SC000026910,CUS00006728,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4575,45.75,45.47,25.27,84.85,49.67,56.25,48.9,Do not prioritize,2026-08-31 18:00:00
SC000026911,CUS00006728,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5164,51.64,45.47,25.27,84.85,49.67,56.25,50.38,Do not prioritize,2026-08-31 18:00:00
SC000026912,CUS00006728,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4657,46.57,45.47,24.2,84.85,49.67,56.25,48.9,Do not prioritize,2026-08-31 18:00:00
SC000026913,CUS00006729,2026-08-31,P001,sge_propensity_logreg,v3.0,0.1568,15.68,17.8,38.38,8.09,30.0,33.75,22.74,Do not prioritize,2026-08-31 18:00:00
SC000026914,CUS00006729,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1066,10.66,17.8,17.13,8.09,38.0,33.75,18.04,Do not prioritize,2026-08-31 18:00:00
SC000026915,CUS00006729,2026-08-31,P007,sge_propensity_logreg,v3.0,0.101,10.1,17.8,18.38,8.09,38.0,33.75,18.15,Do not prioritize,2026-08-31 18:00:00
SC000026916,CUS00006729,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1814,18.14,17.8,29.45,8.09,38.0,33.75,22.37,Do not prioritize,2026-08-31 18:00:00
SC000026917,CUS00006730,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6152,61.52,40.09,52.7,67.83,86.33,62.5,59.0,Do not prioritize,2026-08-31 18:00:00
SC000026918,CUS00006730,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3387,33.87,40.09,25.2,67.83,86.33,62.5,46.58,Do not prioritize,2026-08-31 18:00:00
SC000026919,CUS00006730,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4814,48.14,40.09,38.2,67.83,82.33,62.5,52.35,Do not prioritize,2026-08-31 18:00:00
SC000026920,CUS00006730,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4671,46.71,40.09,37.51,67.83,86.33,62.5,52.26,Do not prioritize,2026-08-31 18:00:00
SC000026921,CUS00006731,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5166,51.66,21.42,64.35,14.07,70.67,57.5,45.0,Do not prioritize,2026-08-31 18:00:00
SC000026922,CUS00006731,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2223,22.23,21.42,35.1,14.07,70.67,57.5,31.79,Do not prioritize,2026-08-31 18:00:00
SC000026923,CUS00006731,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2155,21.55,21.42,35.1,14.07,74.67,57.5,32.02,Do not prioritize,2026-08-31 18:00:00
SC000026924,CUS00006731,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1836,18.36,21.42,34.22,14.07,74.67,57.5,31.05,Do not prioritize,2026-08-31 18:00:00
SC000026925,CUS00006732,2026-08-31,P001,sge_propensity_logreg,v3.0,0.311,31.1,35.46,18.36,31.48,46.33,21.88,30.08,Do not prioritize,2026-08-31 18:00:00
SC000026926,CUS00006732,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2771,27.71,35.46,20.61,31.48,46.33,21.88,29.68,Do not prioritize,2026-08-31 18:00:00
SC000026927,CUS00006732,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4396,43.96,35.46,26.86,31.48,42.33,21.88,34.6,Do not prioritize,2026-08-31 18:00:00
SC000026928,CUS00006732,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2759,27.59,35.46,19.54,31.48,46.33,21.88,29.44,Do not prioritize,2026-08-31 18:00:00
SC000026929,CUS00006733,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6167,61.67,78.66,73.8,33.28,98.0,61.88,66.89,Low,2026-08-31 18:00:00
SC000026930,CUS00006733,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6318,63.18,78.66,72.3,33.28,98.0,61.88,66.97,Low,2026-08-31 18:00:00
SC000026931,CUS00006733,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3618,36.18,78.66,53.8,33.28,98.0,61.88,56.52,Do not prioritize,2026-08-31 18:00:00
SC000026932,CUS00006733,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4708,47.08,78.66,58.8,33.28,90.0,61.88,59.44,Do not prioritize,2026-08-31 18:00:00
SC000026933,CUS00006734,2026-08-31,P001,sge_propensity_logreg,v3.0,0.246,24.6,35.25,18.86,14.9,38.0,37.5,26.76,Do not prioritize,2026-08-31 18:00:00
SC000026934,CUS00006734,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1578,15.78,35.25,10.11,14.9,38.0,37.5,22.8,Do not prioritize,2026-08-31 18:00:00
SC000026935,CUS00006734,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2417,24.17,35.25,19.36,14.9,38.0,37.5,26.75,Do not prioritize,2026-08-31 18:00:00
SC000026936,CUS00006734,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1941,19.41,35.25,18.36,14.9,38.0,37.5,25.36,Do not prioritize,2026-08-31 18:00:00
SC000026937,CUS00006735,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4578,45.78,55.88,56.62,44.3,86.33,70.21,56.24,Do not prioritize,2026-08-31 18:00:00
SC000026938,CUS00006735,2026-08-31,P004,sge_propensity_logreg,v3.0,0.7528,75.28,55.88,72.87,44.3,86.33,70.21,66.87,Low,2026-08-31 18:00:00
SC000026939,CUS00006735,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5426,54.26,55.88,66.37,44.3,86.33,70.21,60.31,Low,2026-08-31 18:00:00
SC000026940,CUS00006735,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5218,52.18,55.88,65.93,44.3,86.33,70.21,59.71,Do not prioritize,2026-08-31 18:00:00
SC000026941,CUS00006736,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5979,59.79,57.02,91.52,21.59,74.33,68.75,62.2,Low,2026-08-31 18:00:00
SC000026942,CUS00006736,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3291,32.91,57.02,66.02,21.59,74.33,68.75,50.38,Do not prioritize,2026-08-31 18:00:00
SC000026943,CUS00006736,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2134,21.34,57.02,59.02,21.59,74.33,68.75,46.09,Do not prioritize,2026-08-31 18:00:00
SC000026944,CUS00006736,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3199,31.99,57.02,65.45,21.59,74.33,68.75,50.04,Do not prioritize,2026-08-31 18:00:00
SC000026945,CUS00006737,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5332,53.32,67.34,50.23,51.59,78.33,85.42,60.96,Low,2026-08-31 18:00:00
SC000026946,CUS00006737,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5477,54.77,67.34,50.23,51.59,78.33,85.42,61.32,Low,2026-08-31 18:00:00
SC000026947,CUS00006737,2026-08-31,P007,sge_propensity_logreg,v3.0,0.6472,64.72,67.34,55.23,51.59,74.33,85.42,64.41,Low,2026-08-31 18:00:00
SC000026948,CUS00006737,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7208,72.08,67.34,51.48,51.59,78.33,85.42,65.9,Low,2026-08-31 18:00:00
SC000026949,CUS00006738,2026-08-31,P001,sge_propensity_logreg,v3.0,0.8232,82.32,89.13,47.8,73.75,86.33,65.0,74.16,Medium,2026-08-31 18:00:00
SC000026950,CUS00006738,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6702,67.02,89.13,42.05,73.75,86.33,65.0,69.19,Low,2026-08-31 18:00:00
SC000026951,CUS00006738,2026-08-31,P007,sge_propensity_logreg,v3.0,0.701,70.1,89.13,42.05,73.75,86.33,65.0,69.96,Low,2026-08-31 18:00:00
SC000026952,CUS00006738,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6944,69.44,89.13,41.36,73.75,86.33,65.0,69.65,Low,2026-08-31 18:00:00
SC000026953,CUS00006739,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2826,28.26,38.87,16.64,30.33,38.0,37.5,30.27,Do not prioritize,2026-08-31 18:00:00
SC000026954,CUS00006739,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2171,21.71,38.87,10.39,30.33,38.0,37.5,27.38,Do not prioritize,2026-08-31 18:00:00
SC000026955,CUS00006739,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3911,39.11,38.87,21.89,30.33,38.0,37.5,34.03,Do not prioritize,2026-08-31 18:00:00
SC000026956,CUS00006739,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3317,33.17,38.87,21.08,30.33,38.0,37.5,32.38,Do not prioritize,2026-08-31 18:00:00
SC000026957,CUS00006740,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5243,52.43,60.24,72.4,26.54,82.33,50.0,56.85,Do not prioritize,2026-08-31 18:00:00
SC000026958,CUS00006740,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5117,51.17,60.24,67.9,26.54,86.33,50.0,56.03,Do not prioritize,2026-08-31 18:00:00
SC000026959,CUS00006740,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3867,38.67,60.24,58.65,26.54,86.33,50.0,51.06,Do not prioritize,2026-08-31 18:00:00
SC000026960,CUS00006740,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5771,57.71,60.24,67.52,26.54,86.33,50.0,57.59,Do not prioritize,2026-08-31 18:00:00
SC000026961,CUS00006741,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6522,65.22,86.03,80.97,40.57,86.33,56.25,70.05,Medium,2026-08-31 18:00:00
SC000026962,CUS00006741,2026-08-31,P004,sge_propensity_logreg,v3.0,0.696,69.6,86.03,72.72,40.57,86.33,56.25,69.49,Low,2026-08-31 18:00:00
SC000026963,CUS00006741,2026-08-31,P007,sge_propensity_logreg,v3.0,0.613,61.3,86.03,66.47,40.57,86.33,56.25,66.17,Low,2026-08-31 18:00:00
SC000026964,CUS00006741,2026-08-31,P009,sge_propensity_logreg,v3.0,0.593,59.3,86.03,65.78,40.57,86.33,56.25,65.53,Low,2026-08-31 18:00:00
SC000026965,CUS00006742,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4553,45.53,43.38,62.15,39.32,49.67,34.38,46.79,Do not prioritize,2026-08-31 18:00:00
SC000026966,CUS00006742,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2826,28.26,43.38,34.65,39.32,49.67,34.38,36.97,Do not prioritize,2026-08-31 18:00:00
SC000026967,CUS00006742,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4498,44.98,43.38,43.15,39.32,49.67,34.38,42.85,Do not prioritize,2026-08-31 18:00:00
SC000026968,CUS00006742,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3779,37.79,43.38,42.09,39.32,49.67,34.38,40.84,Do not prioritize,2026-08-31 18:00:00
SC000026969,CUS00006743,2026-08-31,P001,sge_propensity_logreg,v3.0,0.6457,64.57,83.94,74.0,35.99,86.33,61.88,67.95,Low,2026-08-31 18:00:00
SC000026970,CUS00006743,2026-08-31,P004,sge_propensity_logreg,v3.0,0.6488,64.88,83.94,72.5,35.99,86.33,61.88,67.73,Low,2026-08-31 18:00:00
SC000026971,CUS00006743,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4005,40.05,83.94,54.0,35.99,86.33,61.88,57.82,Do not prioritize,2026-08-31 18:00:00
SC000026972,CUS00006743,2026-08-31,P009,sge_propensity_logreg,v3.0,0.5052,50.52,83.94,59.0,35.99,86.33,61.88,61.44,Low,2026-08-31 18:00:00
SC000026973,CUS00006744,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4363,43.63,63.17,24.34,42.43,46.33,43.75,43.78,Do not prioritize,2026-08-31 18:00:00
SC000026974,CUS00006744,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3365,33.65,63.17,18.09,42.43,46.33,43.75,40.04,Do not prioritize,2026-08-31 18:00:00
SC000026975,CUS00006744,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4577,45.77,63.17,25.59,42.43,46.33,43.75,44.57,Do not prioritize,2026-08-31 18:00:00
SC000026976,CUS00006744,2026-08-31,P009,sge_propensity_logreg,v3.0,0.4309,43.09,63.17,24.34,42.43,46.33,43.75,43.65,Do not prioritize,2026-08-31 18:00:00
SC000026977,CUS00006745,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2724,27.24,29.94,17.98,32.72,38.0,37.5,28.85,Do not prioritize,2026-08-31 18:00:00
SC000026978,CUS00006745,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3055,30.55,29.94,26.98,32.72,38.0,37.5,31.48,Do not prioritize,2026-08-31 18:00:00
SC000026979,CUS00006745,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1919,19.19,29.94,12.98,32.72,38.0,37.5,25.84,Do not prioritize,2026-08-31 18:00:00
SC000026980,CUS00006745,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3742,37.42,29.94,26.48,32.72,38.0,37.5,33.1,Do not prioritize,2026-08-31 18:00:00
SC000026981,CUS00006746,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4761,47.61,23.9,75.83,35.84,74.33,59.38,50.6,Do not prioritize,2026-08-31 18:00:00
SC000026982,CUS00006746,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3356,33.56,23.9,61.33,35.84,78.33,59.38,44.58,Do not prioritize,2026-08-31 18:00:00
SC000026983,CUS00006746,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3588,35.88,23.9,61.33,35.84,78.33,59.38,45.16,Do not prioritize,2026-08-31 18:00:00
SC000026984,CUS00006746,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3275,32.75,23.9,60.64,35.84,78.33,59.38,44.24,Do not prioritize,2026-08-31 18:00:00
SC000026985,CUS00006747,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3692,36.92,78.85,49.13,33.98,86.33,65.0,55.06,Do not prioritize,2026-08-31 18:00:00
SC000026986,CUS00006747,2026-08-31,P004,sge_propensity_logreg,v3.0,0.5836,58.36,78.85,72.63,33.98,86.33,65.0,65.12,Low,2026-08-31 18:00:00
SC000026987,CUS00006747,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2943,29.43,78.85,54.13,33.98,86.33,65.0,54.18,Do not prioritize,2026-08-31 18:00:00
SC000026988,CUS00006747,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2658,26.58,78.85,52.88,33.98,86.33,65.0,53.22,Do not prioritize,2026-08-31 18:00:00
SC000026989,CUS00006748,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2636,26.36,23.61,45.12,7.09,38.0,20.62,27.26,Do not prioritize,2026-08-31 18:00:00
SC000026990,CUS00006748,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1551,15.51,23.61,17.62,7.09,38.0,20.62,19.05,Do not prioritize,2026-08-31 18:00:00
SC000026991,CUS00006748,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2285,22.85,23.61,23.87,7.09,38.0,20.62,22.13,Do not prioritize,2026-08-31 18:00:00
SC000026992,CUS00006748,2026-08-31,P009,sge_propensity_logreg,v3.0,0.121,12.1,23.61,16.37,7.09,38.0,20.62,17.95,Do not prioritize,2026-08-31 18:00:00
SC000026993,CUS00006749,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5254,52.54,84.25,25.2,59.95,86.33,80.21,60.67,Low,2026-08-31 18:00:00
SC000026994,CUS00006749,2026-08-31,P004,sge_propensity_logreg,v3.0,0.4965,49.65,84.25,28.95,59.95,86.33,80.21,60.7,Low,2026-08-31 18:00:00
SC000026995,CUS00006749,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4337,43.37,84.25,30.2,59.95,86.33,80.21,59.38,Do not prioritize,2026-08-31 18:00:00
SC000026996,CUS00006749,2026-08-31,P009,sge_propensity_logreg,v3.0,0.6934,69.34,84.25,41.45,59.95,86.33,80.21,68.12,Low,2026-08-31 18:00:00
SC000026997,CUS00006750,2026-08-31,P001,sge_propensity_logreg,v3.0,0.5584,55.84,58.98,47.97,43.39,86.33,61.88,56.68,Do not prioritize,2026-08-31 18:00:00
SC000026998,CUS00006750,2026-08-31,P004,sge_propensity_logreg,v3.0,0.3583,35.83,58.98,26.72,43.39,86.33,61.88,47.43,Do not prioritize,2026-08-31 18:00:00
SC000026999,CUS00006750,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2779,27.79,58.98,27.97,43.39,86.33,61.88,45.67,Do not prioritize,2026-08-31 18:00:00
SC000027000,CUS00006750,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7673,76.73,58.98,52.6,43.39,86.33,61.88,62.83,Low,2026-08-31 18:00:00
SC000027001,CUS00006751,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2537,25.37,28.13,31.97,43.06,49.67,30.62,32.85,Do not prioritize,2026-08-31 18:00:00
SC000027002,CUS00006751,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1884,18.84,28.13,10.72,43.06,49.67,30.62,26.97,Do not prioritize,2026-08-31 18:00:00
SC000027003,CUS00006751,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3309,33.09,28.13,22.22,43.06,49.67,30.62,32.83,Do not prioritize,2026-08-31 18:00:00
SC000027004,CUS00006751,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2818,28.18,28.13,21.41,43.06,49.67,30.62,31.44,Do not prioritize,2026-08-31 18:00:00
SC000027005,CUS00006752,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3807,38.07,17.62,57.99,23.78,46.33,36.88,36.53,Do not prioritize,2026-08-31 18:00:00
SC000027006,CUS00006752,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1501,15.01,17.62,24.24,23.78,46.33,36.88,24.01,Do not prioritize,2026-08-31 18:00:00
SC000027007,CUS00006752,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3128,31.28,17.62,36.74,23.78,42.33,36.88,30.18,Do not prioritize,2026-08-31 18:00:00
SC000027008,CUS00006752,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1208,12.08,17.62,22.99,23.78,46.33,36.88,23.03,Do not prioritize,2026-08-31 18:00:00
SC000027009,CUS00006753,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7099,70.99,89.76,61.78,51.85,86.33,63.12,70.78,Medium,2026-08-31 18:00:00
SC000027010,CUS00006753,2026-08-31,P004,sge_propensity_logreg,v3.0,0.7015,70.15,89.76,72.78,51.85,86.33,63.12,72.77,Medium,2026-08-31 18:00:00
SC000027011,CUS00006753,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4513,45.13,89.76,54.28,51.85,86.33,63.12,62.81,Low,2026-08-31 18:00:00
SC000027012,CUS00006753,2026-08-31,P009,sge_propensity_logreg,v3.0,0.7917,79.17,89.76,72.66,51.85,86.33,63.12,75.0,Medium,2026-08-31 18:00:00
SC000027013,CUS00006754,2026-08-31,P001,sge_propensity_logreg,v3.0,0.3928,39.28,41.92,64.89,29.44,86.33,62.5,50.48,Do not prioritize,2026-08-31 18:00:00
SC000027014,CUS00006754,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2563,25.63,41.92,43.64,29.44,86.33,62.5,42.82,Do not prioritize,2026-08-31 18:00:00
SC000027015,CUS00006754,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3892,38.92,41.92,54.39,29.44,86.33,62.5,48.29,Do not prioritize,2026-08-31 18:00:00
SC000027016,CUS00006754,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3406,34.06,41.92,53.52,29.44,86.33,62.5,46.9,Do not prioritize,2026-08-31 18:00:00
SC000027017,CUS00006755,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2664,26.64,35.92,63.35,14.63,58.0,40.62,38.57,Do not prioritize,2026-08-31 18:00:00
SC000027018,CUS00006755,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1817,18.17,35.92,35.85,14.63,58.0,40.62,30.95,Do not prioritize,2026-08-31 18:00:00
SC000027019,CUS00006755,2026-08-31,P007,sge_propensity_logreg,v3.0,0.5418,54.18,35.92,60.85,14.63,58.0,40.62,44.96,Do not prioritize,2026-08-31 18:00:00
SC000027020,CUS00006755,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1918,19.18,35.92,40.85,14.63,58.0,40.62,32.21,Do not prioritize,2026-08-31 18:00:00
SC000027021,CUS00006756,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4653,46.53,40.09,38.35,50.21,86.33,68.75,50.36,Do not prioritize,2026-08-31 18:00:00
SC000027022,CUS00006756,2026-08-31,P004,sge_propensity_logreg,v3.0,0.7189,71.89,40.09,57.6,50.21,86.33,68.75,60.55,Low,2026-08-31 18:00:00
SC000027023,CUS00006756,2026-08-31,P007,sge_propensity_logreg,v3.0,0.3576,35.76,40.09,38.85,50.21,86.33,68.75,47.77,Do not prioritize,2026-08-31 18:00:00
SC000027024,CUS00006756,2026-08-31,P009,sge_propensity_logreg,v3.0,0.3327,33.27,40.09,38.17,50.21,86.33,68.75,47.01,Do not prioritize,2026-08-31 18:00:00
SC000027025,CUS00006757,2026-08-31,P001,sge_propensity_logreg,v3.0,0.2923,29.23,54.86,43.05,40.71,78.0,36.88,44.48,Do not prioritize,2026-08-31 18:00:00
SC000027026,CUS00006757,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2103,21.03,54.86,21.8,40.71,78.0,36.88,38.18,Do not prioritize,2026-08-31 18:00:00
SC000027027,CUS00006757,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1944,19.44,54.86,23.05,40.71,78.0,36.88,38.04,Do not prioritize,2026-08-31 18:00:00
SC000027028,CUS00006757,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2519,25.19,54.86,28.05,40.71,78.0,36.88,40.47,Do not prioritize,2026-08-31 18:00:00
SC000027029,CUS00006758,2026-08-31,P001,sge_propensity_logreg,v3.0,0.1416,14.16,16.07,32.35,15.42,35.0,13.75,20.41,Do not prioritize,2026-08-31 18:00:00
SC000027030,CUS00006758,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1452,14.52,16.07,17.35,15.42,35.0,13.75,17.5,Do not prioritize,2026-08-31 18:00:00
SC000027031,CUS00006758,2026-08-31,P007,sge_propensity_logreg,v3.0,0.2997,29.97,16.07,29.85,15.42,35.0,13.75,23.86,Do not prioritize,2026-08-31 18:00:00
SC000027032,CUS00006758,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1148,11.48,16.07,16.1,15.42,35.0,13.75,16.49,Do not prioritize,2026-08-31 18:00:00
SC000027033,CUS00006759,2026-08-31,P001,sge_propensity_logreg,v3.0,0.1662,16.62,21.64,17.44,16.48,38.0,40.62,22.3,Do not prioritize,2026-08-31 18:00:00
SC000027034,CUS00006759,2026-08-31,P004,sge_propensity_logreg,v3.0,0.1112,11.12,21.64,11.19,16.48,38.0,40.62,19.68,Do not prioritize,2026-08-31 18:00:00
SC000027035,CUS00006759,2026-08-31,P007,sge_propensity_logreg,v3.0,0.1075,10.75,21.64,12.44,16.48,38.0,40.62,19.84,Do not prioritize,2026-08-31 18:00:00
SC000027036,CUS00006759,2026-08-31,P009,sge_propensity_logreg,v3.0,0.1916,19.16,21.64,23.51,16.48,38.0,40.62,24.15,Do not prioritize,2026-08-31 18:00:00
SC000027037,CUS00006760,2026-08-31,P001,sge_propensity_logreg,v3.0,0.7473,74.73,88.95,37.79,61.57,86.33,66.88,68.59,Low,2026-08-31 18:00:00
SC000027038,CUS00006760,2026-08-31,P004,sge_propensity_logreg,v3.0,0.7115,71.15,88.95,45.79,61.57,86.33,66.88,69.29,Low,2026-08-31 18:00:00
SC000027039,CUS00006760,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4779,47.79,88.95,30.29,61.57,86.33,66.88,60.35,Low,2026-08-31 18:00:00
SC000027040,CUS00006760,2026-08-31,P009,sge_propensity_logreg,v3.0,0.8605,86.05,88.95,51.66,61.57,86.33,66.88,74.19,Medium,2026-08-31 18:00:00
SC000027041,CUS00006761,2026-08-31,P001,sge_propensity_logreg,v3.0,0.4458,44.58,53.0,51.67,23.06,59.33,34.38,44.91,Do not prioritize,2026-08-31 18:00:00
SC000027042,CUS00006761,2026-08-31,P004,sge_propensity_logreg,v3.0,0.2997,29.97,53.0,25.67,23.06,63.33,34.38,36.46,Do not prioritize,2026-08-31 18:00:00
SC000027043,CUS00006761,2026-08-31,P007,sge_propensity_logreg,v3.0,0.4604,46.04,53.0,31.92,23.06,59.33,34.38,41.32,Do not prioritize,2026-08-31 18:00:00
SC000027044,CUS00006761,2026-08-31,P009,sge_propensity_logreg,v3.0,0.2895,28.95,53.0,24.54,23.06,63.33,34.38,35.98,Do not prioritize,2026-08-31 18:00:00
