deposit_id,customer_id,open_date,maturity_date,deposit_type,term_months,currency,principal_amount,current_balance,interest_rate,auto_renew_flag,early_withdraw_flag,deposit_status,total_deposit_balance,deposit_count,maturity_30d_amount,maturity_60d_amount,days_to_nearest_maturity
DEP000002577,CUS00004944,2026-04-06,2026-10-03,TERM,6,VND,99411395.64,99745084.29,4.59,False,False,ACTIVE,99745084.29,1,0.0,99411395.64,33
DEP000002578,CUS00004946,2025-09-30,2026-09-25,TERM,12,VND,443929531.65,452643139.13,4.34,False,False,MATURING_SOON,452643139.13,1,443929531.65,443929531.65,25
DEP000002579,CUS00004948,2026-08-03,2027-01-30,TERM,6,VND,68661270.8,70745991.27,5.542,True,False,ACTIVE,70745991.27,1,0.0,0.0,152
DEP000002580,CUS00004949,2026-02-27,2026-08-26,TERM,6,VND,38416438.49,0.0,5.695,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002581,CUS00004951,2025-09-17,2026-09-12,TERM,12,VND,721619021.47,752216179.14,5.44,True,False,MATURING_SOON,1583658942.67,2,1539971969.85,1539971969.85,10
DEP000002582,CUS00004951,2026-08-11,2026-09-10,TERM,1,VND,818352948.38,831442763.53,6.171,False,False,MATURING_SOON,1583658942.67,2,1539971969.85,1539971969.85,10
DEP000002583,CUS00004952,2026-05-19,2026-08-17,TERM,3,VND,172243484.18,172429176.8,4.935,True,False,ROLLED_OVER,172429176.8,1,0.0,0.0,
DEP000002584,CUS00004956,2026-07-12,2027-07-07,TERM,12,VND,31329535.63,32219912.1,3.545,True,True,ACTIVE,32219912.1,1,0.0,0.0,310
DEP000002585,CUS00004957,2026-03-12,2026-09-08,TERM,6,VND,80171334.97,80233311.94,4.873,True,False,MATURING_SOON,189986751.92,2,186979654.52,186979654.52,8
DEP000002586,CUS00004957,2025-12-26,2026-09-22,TERM,9,VND,106808319.55,109753439.99,5.91,True,False,MATURING_SOON,189986751.92,2,186979654.52,186979654.52,8
DEP000002587,CUS00004958,2026-08-14,2026-11-12,FLEXI,3,VND,1511198998.53,1568156531.07,4.561,True,False,ACTIVE,1568156531.07,1,0.0,0.0,73
DEP000002588,CUS00004959,2026-04-06,2027-04-01,TERM,12,VND,61778369.19,62095568.06,5.566,False,False,ACTIVE,62095568.06,1,0.0,0.0,213
DEP000002589,CUS00004960,2026-07-23,2026-08-22,TERM,1,VND,21100935.3,0.0,3.901,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002590,CUS00004962,2026-07-30,2026-08-29,FLEXI,1,VND,535223467.11,0.0,4.665,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002591,CUS00004970,2026-06-25,2027-06-20,TERM,12,VND,10473016.82,10854114.88,3.747,False,False,ACTIVE,10854114.88,1,0.0,0.0,293
DEP000002592,CUS00004972,2026-07-21,2027-07-16,TERM,12,VND,51564314.1,53698821.52,3.566,True,False,ACTIVE,53698821.52,1,0.0,0.0,319
DEP000002593,CUS00004973,2026-07-26,2027-04-22,TERM,9,VND,37113768.35,38117143.25,4.723,True,False,ACTIVE,38117143.25,1,0.0,0.0,234
DEP000002594,CUS00004974,2026-05-09,2026-08-07,TERM,3,VND,634076713.91,642795913.47,4.47,False,True,ROLLED_OVER,642795913.47,1,0.0,0.0,
DEP000002595,CUS00004975,2026-08-06,2026-09-05,TERM,1,VND,94464647.98,98802937.72,4.355,True,False,MATURING_SOON,98802937.72,1,94464647.98,94464647.98,5
DEP000002596,CUS00004978,2026-04-24,2028-04-13,TERM,24,VND,153355148.35,153448270.73,4.444,False,False,ACTIVE,153448270.73,1,0.0,0.0,591
DEP000002597,CUS00004983,2026-07-12,2026-10-10,TERM,3,VND,322251414.79,327113622.32,6.035,False,True,ACTIVE,327113622.32,1,0.0,322251414.79,40
DEP000002598,CUS00004985,2026-01-12,2026-10-09,TERM,9,VND,201412213.96,204098415.22,5.295,False,False,ACTIVE,204098415.22,1,0.0,201412213.96,39
DEP000002599,CUS00004989,2025-06-27,2027-06-17,TERM,24,VND,931040578.07,954008427.8,4.845,False,False,ACTIVE,954008427.8,1,0.0,0.0,290
DEP000002600,CUS00004990,2025-06-04,2026-11-26,TERM,18,VND,53950120.06,55066757.27,5.578,True,False,ACTIVE,55066757.27,1,0.0,0.0,87
DEP000002601,CUS00004992,2024-11-18,2026-11-08,TERM,24,VND,32138965.72,32623089.9,5.336,True,True,ACTIVE,32623089.9,1,0.0,0.0,69
DEP000002602,CUS00005000,2025-11-14,2027-05-08,TERM,18,VND,55627123.03,56265370.3,5.792,True,False,ACTIVE,56265370.3,1,0.0,0.0,250
DEP000002603,CUS00005002,2026-07-16,2026-10-14,FLEXI,3,VND,285057490.54,288379608.89,5.487,True,False,ACTIVE,288379608.89,1,0.0,285057490.54,44
DEP000002604,CUS00005003,2025-12-27,2026-12-22,FLEXI,12,VND,123765119.48,124116929.1,4.483,True,False,ACTIVE,124116929.1,1,0.0,0.0,113
DEP000002605,CUS00005005,2026-06-19,2026-09-17,TERM,3,VND,389982129.88,409452030.12,5.383,False,False,MATURING_SOON,409452030.12,1,389982129.88,389982129.88,17
DEP000002606,CUS00005008,2026-08-14,2026-09-13,TERM,1,VND,153125557.97,159949986.57,3.575,True,False,MATURING_SOON,159949986.57,1,153125557.97,153125557.97,13
DEP000002607,CUS00005011,2025-03-18,2026-09-09,TERM,18,VND,63895946.32,64143501.57,5.856,False,False,MATURING_SOON,213832103.15,2,63895946.32,63895946.32,9
DEP000002608,CUS00005011,2025-02-18,2027-02-08,TERM,24,VND,145224226.38,149688601.58,5.305,True,False,ACTIVE,213832103.15,2,63895946.32,63895946.32,9
DEP000002609,CUS00005012,2025-04-05,2026-09-27,TERM,18,VND,128366683.56,133195716.56,4.444,False,False,MATURING_SOON,159741625.57,2,154850784.62,154850784.62,12
DEP000002610,CUS00005012,2026-03-16,2026-09-12,TERM,6,VND,26484101.06,26545909.02,6.2,False,False,MATURING_SOON,159741625.57,2,154850784.62,154850784.62,12
DEP000002611,CUS00005013,2025-09-22,2026-09-17,FLEXI,12,VND,317129680.71,324638132.9,4.098,True,True,MATURING_SOON,423657323.7,2,413065652.68,413065652.68,17
DEP000002612,CUS00005013,2026-03-28,2026-09-24,TERM,6,VND,95935971.97,99019190.8,3.511,False,False,MATURING_SOON,423657323.7,2,413065652.68,413065652.68,17
DEP000002613,CUS00005014,2026-08-21,2026-09-20,TERM,1,VND,169323562.48,175651519.13,5.045,True,True,MATURING_SOON,175651519.13,1,169323562.48,169323562.48,20
DEP000002614,CUS00005016,2026-07-23,2026-08-22,TERM,1,VND,4438446329.47,0.0,4.252,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002615,CUS00005019,2024-10-02,2026-09-22,TERM,24,VND,457928923.83,472693829.1,4.836,False,False,MATURING_SOON,472693829.1,1,457928923.83,457928923.83,22
DEP000002616,CUS00005021,2026-04-01,2028-03-21,TERM,24,VND,47798709.36,49550460.8,5.348,False,False,ACTIVE,49550460.8,1,0.0,0.0,568
DEP000002617,CUS00005023,2026-03-13,2026-09-09,TERM,6,VND,507592601.88,530636521.78,3.787,False,False,MATURING_SOON,530636521.78,1,507592601.88,507592601.88,9
DEP000002618,CUS00005028,2026-06-25,2027-03-22,TERM,9,VND,13280473.58,13387817.18,4.442,True,False,ACTIVE,13387817.18,1,0.0,0.0,203
DEP000002619,CUS00005029,2026-08-19,2026-09-18,FLEXI,1,VND,313669912.35,323279374.78,5.572,True,False,MATURING_SOON,323279374.78,1,313669912.35,313669912.35,18
DEP000002620,CUS00005030,2026-04-13,2028-04-02,TERM,24,VND,12559469.3,13120114.57,5.034,False,False,ACTIVE,13120114.57,1,0.0,0.0,580
DEP000002621,CUS00005033,2026-06-23,2026-12-20,TERM,6,VND,2477066031.31,2553838030.14,5.058,True,False,ACTIVE,4457690551.64,2,0.0,0.0,68
DEP000002622,CUS00005033,2026-08-09,2026-11-07,FLEXI,3,VND,1882378570.47,1903852521.49,3.598,False,True,ACTIVE,4457690551.64,2,0.0,0.0,68
DEP000002623,CUS00005036,2026-07-22,2026-08-21,TERM,1,VND,303908838.44,0.0,3.613,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002624,CUS00005037,2026-03-30,2026-09-26,TERM,6,VND,329778324.71,336259514.62,6.079,True,False,MATURING_SOON,447914519.82,2,329778324.71,329778324.71,26
DEP000002625,CUS00005037,2026-06-27,2026-07-27,TERM,1,VND,109200335.84,111655005.2,4.964,True,True,ROLLED_OVER,447914519.82,2,329778324.71,329778324.71,26
DEP000002626,CUS00005038,2025-08-23,2026-08-18,TERM,12,VND,270025739.51,0.0,5.383,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002627,CUS00005041,2026-04-22,2027-10-14,TERM,18,VND,100323162.11,104420085.31,4.157,True,False,ACTIVE,104420085.31,1,0.0,0.0,409
DEP000002628,CUS00005044,2026-01-05,2027-06-29,TERM,18,VND,166811636.78,174939091.56,4.638,True,False,ACTIVE,174939091.56,1,0.0,0.0,302
DEP000002629,CUS00005047,2025-09-18,2026-09-13,TERM,12,VND,174467802.3,179726932.09,5.71,True,False,MATURING_SOON,294381064.73,2,174467802.3,286958682.28,13
DEP000002630,CUS00005047,2025-11-02,2026-10-28,TERM,12,VND,112490879.98,114654132.64,3.688,True,False,ACTIVE,294381064.73,2,174467802.3,286958682.28,13
DEP000002631,CUS00005048,2026-08-15,2026-09-14,TERM,1,VND,723719411.99,759458936.27,4.346,False,False,MATURING_SOON,759458936.27,1,723719411.99,723719411.99,14
DEP000002632,CUS00005050,2026-07-03,2026-08-02,TERM,1,VND,879302088.39,898450681.42,5.888,True,False,ROLLED_OVER,1894391764.66,2,0.0,0.0,396
DEP000002633,CUS00005050,2025-10-11,2027-10-01,FLEXI,24,VND,964315053.76,995941083.24,3.621,False,True,ACTIVE,1894391764.66,2,0.0,0.0,396
DEP000002634,CUS00005051,2026-06-30,2026-07-30,FLEXI,1,VND,10323286.02,10347846.74,3.606,True,True,ROLLED_OVER,10347846.74,1,0.0,0.0,
DEP000002635,CUS00005052,2026-01-09,2027-01-04,TERM,12,VND,784163147.63,811637351.86,3.614,True,False,ACTIVE,811637351.86,1,0.0,0.0,126
DEP000002636,CUS00005055,2026-07-15,2027-04-11,TERM,9,VND,131585162.33,138110582.39,6.139,True,False,ACTIVE,138110582.39,1,0.0,0.0,223
DEP000002637,CUS00005059,2026-08-15,2027-05-12,TERM,9,VND,17806284.59,18524313.14,3.518,True,False,ACTIVE,18524313.14,1,0.0,0.0,254
DEP000002638,CUS00005060,2026-06-15,2027-06-10,TERM,12,VND,17912849.73,18264396.39,6.074,True,False,ACTIVE,18264396.39,1,0.0,0.0,283
DEP000002639,CUS00005064,2025-03-16,2026-09-07,TERM,18,VND,110292289.77,115485998.63,5.466,False,False,MATURING_SOON,227287231.85,2,218848905.29,218848905.29,1
DEP000002640,CUS00005064,2026-08-02,2026-09-01,FLEXI,1,VND,108556615.52,111801233.22,3.694,False,False,MATURING_SOON,227287231.85,2,218848905.29,218848905.29,1
DEP000002641,CUS00005065,2026-03-08,2026-09-04,TERM,6,VND,74379705.76,75799658.68,5.816,True,False,MATURING_SOON,107920357.91,2,105892108.61,105892108.61,3
DEP000002642,CUS00005065,2025-09-08,2026-09-03,TERM,12,VND,31512402.85,32120699.22,4.11,True,False,MATURING_SOON,107920357.91,2,105892108.61,105892108.61,3
DEP000002643,CUS00005066,2024-09-26,2026-09-16,TERM,24,VND,520497874.25,544827461.59,4.174,False,False,MATURING_SOON,1143482054.42,2,520497874.25,520497874.25,16
DEP000002644,CUS00005066,2025-08-16,2027-08-06,TERM,24,VND,594126350.95,598654592.83,4.687,False,False,ACTIVE,1143482054.42,2,520497874.25,520497874.25,16
DEP000002645,CUS00005067,2026-07-28,2027-01-24,TERM,6,VND,3545316280.29,3582200840.93,3.747,False,True,ACTIVE,4913908747.25,2,0.0,0.0,146
DEP000002646,CUS00005067,2026-05-29,2027-02-23,FLEXI,9,VND,1278794391.72,1331707906.32,5.168,False,False,ACTIVE,4913908747.25,2,0.0,0.0,146
DEP000002647,CUS00005071,2026-08-03,2026-11-01,TERM,3,VND,333030629.82,339279283.89,4.822,True,True,ACTIVE,644759932.19,2,0.0,300127074.39,54
DEP000002648,CUS00005071,2026-04-27,2026-10-24,TERM,6,VND,300127074.39,305480648.3,3.972,False,False,ACTIVE,644759932.19,2,0.0,300127074.39,54
DEP000002649,CUS00005073,2025-09-09,2026-09-04,TERM,12,VND,42694261.59,42775237.65,5.479,True,False,MATURING_SOON,42775237.65,1,42694261.59,42694261.59,4
DEP000002650,CUS00005074,2026-04-01,2026-12-27,TERM,9,VND,47721642.44,49981695.61,4.782,False,False,ACTIVE,49981695.61,1,0.0,0.0,118
DEP000002651,CUS00005079,2026-04-22,2026-10-19,TERM,6,VND,341341532.16,357696535.56,5.744,False,False,ACTIVE,357696535.56,1,0.0,341341532.16,49
DEP000002652,CUS00005080,2026-02-19,2026-08-18,TERM,6,VND,19828616.96,0.0,5.981,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002653,CUS00005082,2025-12-13,2026-12-08,TERM,12,VND,15655335.52,15725655.16,5.691,True,True,ACTIVE,15725655.16,1,0.0,0.0,99
DEP000002654,CUS00005083,2026-08-14,2026-09-13,FLEXI,1,VND,55098871.17,56147728.57,3.51,True,False,MATURING_SOON,56147728.57,1,55098871.17,55098871.17,13
DEP000002655,CUS00005086,2026-04-09,2027-01-04,TERM,9,VND,1289371845.7,1343617377.15,5.624,False,False,ACTIVE,1343617377.15,1,0.0,0.0,126
DEP000002656,CUS00005088,2025-09-01,2026-08-27,TERM,12,VND,221228256.37,231902495.67,4.779,False,False,ROLLED_OVER,231902495.67,1,0.0,0.0,
DEP000002657,CUS00005092,2026-07-24,2026-08-23,TERM,1,VND,416281347.86,0.0,5.972,True,False,MATURED,0.0,1,0.0,0.0,
DEP000002658,CUS00005093,2026-05-29,2026-08-27,TERM,3,VND,6240982.61,0.0,5.935,False,False,MATURED,0.0,1,0.0,0.0,
DEP000002659,CUS00005094,2026-02-08,2027-02-03,FLEXI,12,VND,25849785.47,25902644.36,5.844,True,True,ACTIVE,25902644.36,1,0.0,0.0,156
DEP000002660,CUS00005097,2025-12-09,2026-09-05,TERM,9,VND,934337514.14,979233286.77,4.309,False,False,MATURING_SOON,979233286.77,1,934337514.14,934337514.14,5
DEP000002661,CUS00005098,2026-02-02,2027-07-27,FLEXI,18,VND,234294093.4,245141126.96,4.9,False,True,ACTIVE,245141126.96,1,0.0,0.0,330
DEP000002662,CUS00005099,2026-05-28,2026-08-26,TERM,3,VND,144737205.65,0.0,5.381,True,False,WITHDRAWN,253927015.88,2,247896658.67,247896658.67,2
DEP000002663,CUS00005099,2026-03-06,2026-09-02,TERM,6,VND,247896658.67,253927015.88,5.032,True,False,MATURING_SOON,253927015.88,2,247896658.67,247896658.67,2
DEP000002664,CUS00005100,2026-06-27,2026-09-25,TERM,3,VND,207815153.45,211534576.38,5.52,True,False,MATURING_SOON,211534576.38,1,207815153.45,207815153.45,25
DEP000002665,CUS00005102,2026-05-07,2026-08-05,TERM,3,VND,24599014.19,25100122.45,4.583,False,False,ROLLED_OVER,48405081.69,2,0.0,0.0,
DEP000002666,CUS00005102,2025-02-13,2026-08-07,TERM,18,VND,22584123.73,23304959.24,3.85,False,False,ROLLED_OVER,48405081.69,2,0.0,0.0,
DEP000002667,CUS00005103,2026-07-05,2028-06-24,FLEXI,24,VND,29934019.75,30284894.09,4.466,True,False,ACTIVE,30284894.09,1,0.0,0.0,663
DEP000002668,CUS00005105,2026-04-08,2027-01-03,TERM,9,VND,400014173.03,411040251.65,3.728,False,False,ACTIVE,651956974.14,2,0.0,0.0,125
DEP000002669,CUS00005105,2026-05-10,2027-05-05,TERM,12,VND,237769806.01,240916722.49,6.038,True,False,ACTIVE,651956974.14,2,0.0,0.0,125
DEP000002670,CUS00005106,2026-03-31,2026-12-26,TERM,9,VND,51379148.35,53518565.0,4.601,False,False,ACTIVE,53518565.0,1,0.0,0.0,117
DEP000002671,CUS00005107,2024-08-09,2026-07-30,TERM,24,VND,197079926.62,202032032.71,4.302,True,False,ROLLED_OVER,202032032.71,1,0.0,0.0,
DEP000002672,CUS00005108,2025-11-07,2027-05-01,TERM,18,VND,13343816.92,13926725.45,4.208,True,False,ACTIVE,13926725.45,1,0.0,0.0,243
DEP000002673,CUS00005110,2025-06-07,2026-11-29,TERM,18,VND,18308401.14,18759984.68,3.934,False,False,ACTIVE,18759984.68,1,0.0,0.0,90
DEP000002674,CUS00005115,2025-09-23,2026-09-18,TERM,12,VND,1885533442.01,1921240417.45,4.235,False,False,MATURING_SOON,1921240417.45,1,1885533442.01,1885533442.01,18
DEP000002675,CUS00005122,2024-09-29,2026-09-19,TERM,24,VND,203914475.62,206636770.07,4.935,True,False,MATURING_SOON,206636770.07,1,203914475.62,203914475.62,19
DEP000002676,CUS00005124,2026-03-07,2026-09-03,TERM,6,VND,261374643.77,271530361.77,5.29,True,False,MATURING_SOON,271530361.77,1,261374643.77,261374643.77,3
DEP000002677,CUS00005125,2026-02-26,2026-11-23,TERM,9,VND,253456295.15,255038504.01,3.871,False,False,ACTIVE,255038504.01,1,0.0,0.0,84
DEP000002678,CUS00005127,2026-06-05,2026-09-03,TERM,3,VND,1348090195.17,1392662388.86,5.838,True,False,MATURING_SOON,1392662388.86,1,1348090195.17,1348090195.17,3
DEP000002679,CUS00005129,2026-03-19,2027-03-14,TERM,12,VND,105885851.05,109461186.03,5.293,True,False,ACTIVE,109461186.03,1,0.0,0.0,195
DEP000002680,CUS00005130,2026-06-24,2026-09-22,TERM,3,VND,52548803.45,54780428.76,5.809,True,False,MATURING_SOON,138525705.81,2,132766104.25,132766104.25,22
DEP000002681,CUS00005130,2025-09-27,2026-09-22,TERM,12,VND,80217300.8,83745277.06,5.204,True,False,MATURING_SOON,138525705.81,2,132766104.25,132766104.25,22
DEP000002682,CUS00005136,2026-02-26,2026-08-25,TERM,6,VND,53933997.39,0.0,3.69,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002683,CUS00005137,2026-03-25,2026-09-21,TERM,6,VND,138611705.26,140759773.46,4.714,True,False,MATURING_SOON,140759773.46,1,138611705.26,138611705.26,21
DEP000002684,CUS00005139,2024-12-22,2026-12-12,TERM,24,VND,454470658.95,462409728.57,4.73,False,False,ACTIVE,462409728.57,1,0.0,0.0,103
DEP000002685,CUS00005141,2026-07-17,2026-08-16,TERM,1,VND,30210099.2,0.0,5.223,True,False,WITHDRAWN,75300166.97,2,0.0,0.0,337
DEP000002686,CUS00005141,2026-02-09,2027-08-03,TERM,18,VND,72602689.23,75300166.97,3.503,False,True,ACTIVE,75300166.97,2,0.0,0.0,337
DEP000002687,CUS00005142,2026-06-08,2027-06-03,TERM,12,VND,307917601.78,312846129.98,5.351,True,False,ACTIVE,312846129.98,1,0.0,0.0,276
DEP000002688,CUS00005148,2026-03-04,2026-08-31,TERM,6,VND,112442704.09,113211938.16,3.518,True,False,MATURING_SOON,333878692.97,2,112442704.09,112442704.09,0
DEP000002689,CUS00005148,2025-12-29,2027-06-22,TERM,18,VND,215558136.59,220666754.82,4.854,True,False,ACTIVE,333878692.97,2,112442704.09,112442704.09,0
DEP000002690,CUS00005150,2025-03-20,2026-09-11,TERM,18,VND,334132374.43,334325465.89,5.437,True,False,MATURING_SOON,767443040.59,2,761425483.57,761425483.57,11
DEP000002691,CUS00005150,2025-03-28,2026-09-19,TERM,18,VND,427293109.14,433117574.7,4.341,True,False,MATURING_SOON,767443040.59,2,761425483.57,761425483.57,11
DEP000002692,CUS00005154,2026-06-26,2026-07-26,TERM,1,VND,56856006.45,57568382.68,4.601,True,False,ROLLED_OVER,57568382.68,2,0.0,0.0,
DEP000002693,CUS00005154,2026-05-04,2026-08-02,TERM,3,VND,76062180.32,0.0,4.523,True,False,WITHDRAWN,57568382.68,2,0.0,0.0,
DEP000002694,CUS00005155,2026-03-29,2026-12-24,TERM,9,VND,560101579.74,581952641.57,5.892,True,False,ACTIVE,794557906.91,2,203604101.67,203604101.67,22
DEP000002695,CUS00005155,2025-09-27,2026-09-22,TERM,12,VND,203604101.67,212605265.34,3.537,False,False,MATURING_SOON,794557906.91,2,203604101.67,203604101.67,22
DEP000002696,CUS00005160,2026-07-14,2026-08-13,TERM,1,VND,114370632.01,0.0,5.073,True,False,WITHDRAWN,64658786.15,2,0.0,0.0,
DEP000002697,CUS00005160,2026-06-30,2026-07-30,TERM,1,VND,62906438.02,64658786.15,4.78,True,False,ROLLED_OVER,64658786.15,2,0.0,0.0,
DEP000002698,CUS00005161,2025-09-27,2026-09-22,FLEXI,12,VND,441247066.03,451789216.4,3.674,True,False,MATURING_SOON,791718182.38,2,441247066.03,441247066.03,22
DEP000002699,CUS00005161,2026-06-27,2027-03-24,TERM,9,VND,324983002.59,339928965.99,5.317,True,False,ACTIVE,791718182.38,2,441247066.03,441247066.03,22
DEP000002700,CUS00005165,2025-02-26,2027-02-16,TERM,24,VND,31707183.64,33165394.37,3.608,True,False,ACTIVE,33165394.37,1,0.0,0.0,169
DEP000002701,CUS00005166,2026-08-26,2026-09-25,TERM,1,VND,296365201.22,301604820.71,6.072,True,False,MATURING_SOON,550473384.76,2,544982597.62,544982597.62,8
DEP000002702,CUS00005166,2026-06-10,2026-09-08,TERM,3,VND,248617396.4,248868564.05,5.385,True,False,MATURING_SOON,550473384.76,2,544982597.62,544982597.62,8
DEP000002703,CUS00005168,2026-06-02,2026-08-31,TERM,3,VND,771748957.45,784812622.51,3.999,False,True,MATURING_SOON,784812622.51,1,771748957.45,771748957.45,0
DEP000002704,CUS00005169,2026-03-09,2026-09-05,TERM,6,VND,82534057.12,86550924.92,4.141,True,False,MATURING_SOON,86550924.92,1,82534057.12,82534057.12,5
DEP000002705,CUS00005170,2026-05-25,2026-08-23,TERM,3,VND,37892075.5,0.0,3.614,True,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002706,CUS00005174,2026-07-06,2027-01-02,FLEXI,6,VND,392664256.1,402419715.94,4.84,True,False,ACTIVE,402419715.94,1,0.0,0.0,124
DEP000002707,CUS00005176,2026-01-22,2027-07-16,TERM,18,VND,20215635.41,20481522.02,3.516,True,True,ACTIVE,20481522.02,1,0.0,0.0,319
DEP000002708,CUS00005177,2026-06-24,2026-09-22,TERM,3,VND,15229331.67,15325948.58,5.866,True,False,MATURING_SOON,15325948.58,1,15229331.67,15229331.67,22
DEP000002709,CUS00005178,2026-03-19,2026-09-15,TERM,6,VND,269954023.47,281670696.81,3.689,True,False,MATURING_SOON,281670696.81,1,269954023.47,269954023.47,15
DEP000002710,CUS00005179,2026-05-20,2028-05-09,TERM,24,VND,2362626602.8,2396438675.02,5.777,False,False,ACTIVE,2396438675.02,1,0.0,0.0,617
DEP000002711,CUS00005188,2026-07-31,2027-07-26,TERM,12,VND,812667756.35,835866224.87,5.819,True,False,ACTIVE,835866224.87,1,0.0,0.0,329
DEP000002712,CUS00005189,2026-08-03,2026-09-02,TERM,1,VND,45998581.41,47086391.38,3.928,True,False,MATURING_SOON,47086391.38,1,45998581.41,45998581.41,2
DEP000002713,CUS00005191,2025-03-05,2026-08-27,TERM,18,VND,197323080.77,0.0,4.409,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002714,CUS00005192,2026-05-11,2026-08-09,FLEXI,3,VND,1852658832.03,1941719636.22,5.457,False,False,ROLLED_OVER,1941719636.22,1,0.0,0.0,
DEP000002715,CUS00005197,2026-08-03,2026-09-02,TERM,1,VND,10492325.33,10950105.96,5.692,False,False,MATURING_SOON,10950105.96,1,10492325.33,10492325.33,2
DEP000002716,CUS00005198,2024-09-28,2026-09-18,TERM,24,VND,323874193.44,330570957.86,4.737,False,False,MATURING_SOON,330570957.86,1,323874193.44,323874193.44,18
DEP000002717,CUS00005199,2025-12-16,2026-09-12,TERM,9,VND,170318670.92,175233156.17,5.728,True,True,MATURING_SOON,332002926.88,2,325461223.51,325461223.51,12
DEP000002718,CUS00005199,2026-03-30,2026-09-26,FLEXI,6,VND,155142552.59,156769770.71,5.027,True,False,MATURING_SOON,332002926.88,2,325461223.51,325461223.51,12
DEP000002719,CUS00005202,2026-05-30,2026-08-28,TERM,3,VND,33470584.13,0.0,5.52,False,False,WITHDRAWN,0.0,1,0.0,0.0,
DEP000002720,CUS00005205,2025-12-12,2026-09-08,FLEXI,9,VND,106889609.9,107240898.21,3.791,True,False,MATURING_SOON,107240898.21,1,106889609.9,106889609.9,8
DEP000002721,CUS00005206,2026-08-17,2026-09-16,TERM,1,VND,2379904144.29,2478385856.27,6.0,True,False,MATURING_SOON,2478385856.27,1,2379904144.29,2379904144.29,16
DEP000002722,CUS00005207,2024-09-22,2026-09-12,TERM,24,VND,39791176.46,41216799.38,4.813,False,False,MATURING_SOON,71266627.72,2,69111372.19,69111372.19,12
DEP000002723,CUS00005207,2025-09-21,2026-09-16,TERM,12,VND,29320195.73,30049828.33,3.656,False,False,MATURING_SOON,71266627.72,2,69111372.19,69111372.19,12
DEP000002724,CUS00005209,2026-08-18,2026-09-17,TERM,1,VND,36029652.79,36209731.18,4.051,False,False,MATURING_SOON,80734428.83,2,36029652.79,36029652.79,17
DEP000002725,CUS00005209,2026-03-25,2027-03-20,TERM,12,VND,43059444.34,44524697.64,6.197,True,False,ACTIVE,80734428.83,2,36029652.79,36029652.79,17
DEP000002726,CUS00005210,2026-03-25,2027-03-20,FLEXI,12,VND,336593355.05,341783484.53,5.417,False,False,ACTIVE,341783484.53,1,0.0,0.0,201
DEP000002727,CUS00005215,2025-11-18,2026-11-13,FLEXI,12,VND,285433742.1,290475515.47,5.381,True,False,ACTIVE,290475515.47,1,0.0,0.0,74
DEP000002728,CUS00005218,2026-08-08,2028-07-28,FLEXI,24,VND,2861287726.74,2935756415.77,5.29,True,False,ACTIVE,2935756415.77,1,0.0,0.0,697
